Year,Sector,CO2,CH4,N2O,HFCs
2023,WASTES TOTAL EMISSIONS,-5.88973333333297,33055.13786666654,1553.8800000000047,NA
2024,WASTES TOTAL EMISSIONS,-7.357533333332867,34467.07026666636,1599.7585000000108,NA
2025,WASTES TOTAL EMISSIONS,-8.82533333333322,35879.00266666664,1645.637000000017,NA
2026,WASTES TOTAL EMISSIONS,-10.293133333333117,37290.935066666454,1691.5155000000232,NA
2027,WASTES TOTAL EMISSIONS,-11.760933333333014,38702.867466666736,1737.3940000000293,NA
2028,WASTES TOTAL EMISSIONS,-13.228733333333366,40114.79986666702,1783.2725000000355,NA
2029,WASTES TOTAL EMISSIONS,-14.696533333333264,41526.73226666683,1829.1510000000271,NA
2030,WASTES TOTAL EMISSIONS,-16.164333333333616,42938.664666667115,1875.0295000000333,NA
2031,WASTES TOTAL EMISSIONS,-17.632133333333513,44350.5970666674,1920.9080000000395,NA
2032,WASTES TOTAL EMISSIONS,-19.09993333333341,45762.52946666721,1966.7865000000456,NA
2033,WASTES TOTAL EMISSIONS,-20.567733333333763,47174.461866667494,2012.6650000000518,NA
2034,WASTES TOTAL EMISSIONS,-22.03553333333366,48586.39426666731,2058.543500000058,NA
2035,WASTES TOTAL EMISSIONS,-23.503333333334012,49998.32666666759,2104.422000000064,NA
2036,WASTES TOTAL EMISSIONS,-24.97113333333391,51410.25906666787,2150.3005000000703,NA
2037,WASTES TOTAL EMISSIONS,-26.438933333333807,52822.19146666769,2196.179000000062,NA
2038,WASTES TOTAL EMISSIONS,-27.90673333333416,54234.12386666797,2242.057500000068,NA
2039,WASTES TOTAL EMISSIONS,-29.374533333334057,55646.05626666779,2287.9360000000743,NA
2040,WASTES TOTAL EMISSIONS,-30.84233333333441,57057.98866666807,2333.8145000000804,NA
2041,WASTES TOTAL EMISSIONS,-32.310133333334306,58469.92106666835,2379.6930000000866,NA
2042,WASTES TOTAL EMISSIONS,-33.77793333333466,59881.853466668166,2425.571500000093,NA
2043,WASTES TOTAL EMISSIONS,-35.245733333334556,61293.78586666845,2471.450000000099,NA
2044,WASTES TOTAL EMISSIONS,-36.71353333333445,62705.71826666873,2517.328500000105,NA
2045,WASTES TOTAL EMISSIONS,-38.181333333334806,64117.650666668545,2563.2070000000967,NA
2046,WASTES TOTAL EMISSIONS,-39.6491333333347,65529.58306666883,2609.085500000103,NA
2047,WASTES TOTAL EMISSIONS,-41.116933333335055,66941.51546666864,2654.964000000109,NA
2048,WASTES TOTAL EMISSIONS,-42.58473333333495,68353.44786666892,2700.8425000001153,NA
2049,WASTES TOTAL EMISSIONS,-44.05253333333485,69765.3802666692,2746.7210000001214,NA
2050,WASTES TOTAL EMISSIONS,-45.5203333333352,71177.31266666902,2792.5995000001276,NA
2010,Wastewater Treatment and Discharge,NA,9588,974,NA
2015,Wastewater Treatment and Discharge,NA,12722.25,1025.952,NA
2020,Wastewater Treatment and Discharge,NA,16563.68,1253.185,NA
2021,Wastewater Treatment and Discharge,NA,17143.38466666662,1251.8899999999994,NA
2022,Wastewater Treatment and Discharge,NA,17840.952666666824,1279.8084999999992,NA
2023,Wastewater Treatment and Discharge,NA,18538.520666666795,1307.7270000000062,NA
2024,Wastewater Treatment and Discharge,NA,19236.088666666765,1335.645500000006,NA
2025,Wastewater Treatment and Discharge,NA,19933.656666666968,1363.5640000000058,NA
2026,Wastewater Treatment and Discharge,NA,20631.224666666938,1391.4825000000128,NA
2027,Wastewater Treatment and Discharge,NA,21328.79266666691,1419.4010000000126,NA
2028,Wastewater Treatment and Discharge,NA,22026.36066666711,1447.3195000000123,NA
2029,Wastewater Treatment and Discharge,NA,22723.92866666708,1475.2380000000194,NA
2030,Wastewater Treatment and Discharge,NA,23421.496666667284,1503.1565000000192,NA
2031,Wastewater Treatment and Discharge,NA,24119.064666667255,1531.0750000000262,NA
2032,Wastewater Treatment and Discharge,NA,24816.632666667225,1558.993500000026,NA
2033,Wastewater Treatment and Discharge,NA,25514.200666667428,1586.9120000000257,NA
2034,Wastewater Treatment and Discharge,NA,26211.768666667398,1614.8305000000328,NA
2035,Wastewater Treatment and Discharge,NA,26909.33666666737,1642.7490000000325,NA
2036,Wastewater Treatment and Discharge,NA,27606.90466666757,1670.6675000000323,NA
2037,Wastewater Treatment and Discharge,NA,28304.47266666754,1698.5860000000393,NA
2038,Wastewater Treatment and Discharge,NA,29002.04066666751,1726.5045000000391,NA
2039,Wastewater Treatment and Discharge,NA,29699.608666667715,1754.4230000000462,NA
2040,Wastewater Treatment and Discharge,NA,30397.176666667685,1782.341500000046,NA
2041,Wastewater Treatment and Discharge,NA,31094.744666667655,1810.2600000000457,NA
2042,Wastewater Treatment and Discharge,NA,31792.312666667858,1838.1785000000527,NA
2043,Wastewater Treatment and Discharge,NA,32489.88066666783,1866.0970000000525,NA
2044,Wastewater Treatment and Discharge,NA,33187.44866666803,1894.0155000000523,NA
2045,Wastewater Treatment and Discharge,NA,33885.016666668,1921.9340000000593,NA
2046,Wastewater Treatment and Discharge,NA,34582.58466666797,1949.852500000059,NA
2047,Wastewater Treatment and Discharge,NA,35280.152666668175,1977.7710000000661,NA
2048,Wastewater Treatment and Discharge,NA,35977.720666668145,2005.689500000066,NA
2049,Wastewater Treatment and Discharge,NA,36675.288666668115,2033.6080000000657,NA
2050,Wastewater Treatment and Discharge,NA,37372.85666666832,2061.5265000000727,NA
2010,Water-borne Navigation,2196,5,17,NA
2015,Water-borne Navigation,3144.114,8.334,22.535,NA
2020,Water-borne Navigation,2337.051,6.205,16.78,NA
2021,Water-borne Navigation,2643.6855999999752,7.235999999999905,18.639666666666507,NA
2022,Water-borne Navigation,2657.7906999999723,7.3564999999998975,18.617666666666473,NA
2023,Water-borne Navigation,2671.8957999999657,7.47699999999989,18.59566666666644,NA
2024,Water-borne Navigation,2686.0008999999627,7.597499999999883,18.573666666666412,NA
2025,Water-borne Navigation,2700.1059999999597,7.717999999999876,18.551666666666378,NA
2026,Water-borne Navigation,2714.211099999957,7.838499999999868,18.52966666666635,NA
2027,Water-borne Navigation,2728.316199999954,7.958999999999861,18.507666666666317,NA
2028,Water-borne Navigation,2742.421299999951,8.079499999999854,18.48566666666629,NA
2029,Water-borne Navigation,2756.526399999948,8.199999999999847,18.463666666666256,NA
2030,Water-borne Navigation,2770.6314999999413,8.32049999999984,18.44166666666623,NA
2031,Water-borne Navigation,2784.7365999999383,8.44099999999986,18.419666666666195,NA
2032,Water-borne Navigation,2798.8416999999354,8.561499999999853,18.39766666666617,NA
2033,Water-borne Navigation,2812.9467999999324,8.681999999999846,18.375666666666135,NA
2034,Water-borne Navigation,2827.0518999999294,8.802499999999839,18.353666666666108,NA
2035,Water-borne Navigation,2841.1569999999265,8.922999999999831,18.331666666666074,NA
2036,Water-borne Navigation,2855.2620999999235,9.043499999999824,18.30966666666604,NA
2037,Water-borne Navigation,2869.3671999999206,9.163999999999817,18.287666666666013,NA
2038,Water-borne Navigation,2883.472299999914,9.28449999999981,18.26566666666598,NA
2039,Water-borne Navigation,2897.577399999911,9.404999999999802,18.243666666665952,NA
2040,Water-borne Navigation,2911.682499999908,9.525499999999795,18.221666666665918,NA
2041,Water-borne Navigation,2925.787599999905,9.645999999999788,18.19966666666589,NA
2042,Water-borne Navigation,2939.892699999902,9.76649999999978,18.177666666665857,NA
2043,Water-borne Navigation,2953.997799999899,9.886999999999802,18.15566666666583,NA
2044,Water-borne Navigation,2968.102899999896,10.007499999999794,18.133666666665796,NA
2045,Water-borne Navigation,2982.2079999998896,10.127999999999787,18.11166666666577,NA
2046,Water-borne Navigation,2996.3130999998866,10.24849999999978,18.089666666665735,NA
2047,Water-borne Navigation,3010.4181999998837,10.368999999999772,18.06766666666571,NA
2048,Water-borne Navigation,3024.5232999998807,10.489499999999765,18.045666666665674,NA
2049,Water-borne Navigation,3038.6283999998777,10.609999999999758,18.02366666666564,NA
2050,Water-borne Navigation,3052.7334999998748,10.73049999999975,18.001666666665614,NA
